gender,customer_type,age,type_of_travel,flight_distance,inflight_wifi_service,departure/arrival_time_convenient,ease_of_online_booking,food_and_drink,inflight_entertainment,baggage_handling,cleanliness,departure_delay_in_minutes,arrival_delay_in_minutes,satisfaction
Male,Disloyal Customer,26,Business Travel,1012,0,0,0,3,3,5,3,11,10,Satisfied
Female,Loyal Customer,21,Business Travel,1012,2,2,2,5,5,4,5,0,0,Satisfied
Male,Loyal Customer,53,Business Travel,1012,5,5,5,4,5,5,4,175,174,Satisfied
Male,Loyal Customer,52,Business Travel,1012,1,1,1,4,5,5,5,87,100,Satisfied
Male,Loyal Customer,48,Business Travel,1012,5,5,5,5,5,5,3,29,23,Satisfied
Female,Loyal Customer,47,Business Travel,1012,4,4,4,4,4,4,4,0,0,Satisfied
Female,Disloyal Customer,49,Business Travel,1013,1,2,2,4,4,5,4,0,0,Dissatisfied
Male,Loyal Customer,54,Business Travel,1013,5,5,5,5,2,2,3,9,3,Satisfied
Male,Disloyal Customer,22,Business Travel,1013,0,0,0,3,3,5,3,0,0,Satisfied
Male,Loyal Customer,33,Business Travel,1013,4,4,4,4,4,4,4,0,0,Satisfied
Male,Loyal Customer,40,Personal Travel,1013,3,1,3,1,2,2,4,0,0,Dissatisfied
Female,Loyal Customer,45,Business Travel,1013,5,5,5,3,2,2,5,0,0,Satisfied
Male,Disloyal Customer,45,Business Travel,1013,5,0,0,2,2,4,2,0,0,Satisfied
Female,Loyal Customer,48,Business Travel,1013,3,3,3,5,5,5,3,0,9,Satisfied
Female,Loyal Customer,42,Business Travel,1013,1,1,1,4,4,4,3,0,0,Satisfied
Male,Loyal Customer,26,Business Travel,1013,5,5,5,5,5,5,5,47,38,Satisfied
Female,Disloyal Customer,26,Business Travel,1013,5,5,4,4,4,4,4,0,0,Neutral
Male,Loyal Customer,30,Business Travel,337,4,4,4,4,3,2,4,10,0,Dissatisfied
Male,Loyal Customer,17,Business Travel,1013,3,3,3,3,3,5,3,0,0,Satisfied
Female,Loyal Customer,25,Business Travel,1013,3,2,2,3,3,4,3,0,0,Unknown
Male,Loyal Customer,22,Business Travel,1013,2,3,3,2,2,3,2,0,0,Dissatisfied
Female,Disloyal Customer,21,Business Travel,1013,0,0,0,2,2,4,2,17,20,Satisfied
Female,Loyal Customer,53,Business Travel,1013,1,1,1,5,5,5,4,0,0,Satisfied
Female,Disloyal Customer,35,Business Travel,1013,2,2,2,4,4,4,4,0,0,Dissatisfied
Male,Loyal Customer,54,Business Travel,1013,1,1,1,3,3,3,4,0,0,Satisfied
Male,Loyal Customer,43,Business Travel,1013,1,1,4,3,5,5,4,0,0,Satisfied
Female,Loyal Customer,38,Business Travel,1013,1,3,3,1,1,1,2,18,29,Dissatisfied
Male,Loyal Customer,40,Business Travel,1013,4,3,3,2,4,4,2,0,0,Dissatisfied
Female,Disloyal Customer,25,Business Travel,1013,2,4,2,3,3,4,3,0,0,Unknown
Male,Loyal Customer,42,Business Travel,1013,3,3,3,4,3,3,2,20,91,Dissatisfied
Male,Disloyal Customer,26,Business Travel,1013,1,1,1,4,4,5,4,0,0,Dissatisfied
Male,Loyal Customer,44,Business Travel,1013,2,2,2,2,5,5,3,0,0,Satisfied
Female,Loyal Customer,50,Business Travel,1013,1,1,1,3,5,5,5,0,0,Satisfied
Female,Disloyal Customer,43,Business Travel,1013,4,4,4,2,2,4,2,39,69,Satisfied
Male,Loyal Customer,32,Business Travel,1014,3,3,3,2,3,5,2,135,136,Satisfied
Female,Loyal Customer,46,Business Travel,1014,5,5,5,5,5,5,5,19,1,Satisfied
Female,Loyal Customer,25,Business Travel,1014,2,3,2,4,4,4,4,0,0,Unknown
Female,Loyal Customer,35,Business Travel,1014,3,3,4,4,4,4,4,0,0,Neutral
Female,Disloyal Customer,41,Business Travel,1014,5,5,5,2,2,3,2,0,0,Satisfied
Female,Loyal Customer,45,Business Travel,1014,2,2,4,4,4,4,4,0,0,Neutral
Male,Loyal Customer,43,Business Travel,1014,5,5,5,4,4,4,4,0,0,Unknown
Female,Disloyal Customer,36,Business Travel,1014,3,3,3,3,3,5,3,2,2,Dissatisfied
Female,Disloyal Customer,26,Business Travel,1014,4,4,4,4,4,4,4,0,0,Neutral
Male,Loyal Customer,54,Business Travel,1014,2,2,2,5,4,4,3,6,12,Satisfied
Male,Loyal Customer,35,Business Travel,1014,2,1,1,4,2,2,3,3,15,Dissatisfied
Female,Disloyal Customer,25,Business Travel,1014,5,4,5,2,2,4,2,0,0,Unknown
Male,Loyal Customer,63,Business Travel,1014,1,1,1,3,5,5,3,21,23,Satisfied
Male,Loyal Customer,49,Business Travel,1014,2,2,2,3,4,4,5,0,0,Satisfied
Female,Disloyal Customer,25,Business Travel,1014,5,0,5,2,2,3,2,0,0,Unknown
Female,Disloyal Customer,20,Business Travel,1014,4,1,4,5,5,4,5,0,0,Satisfied
Male,Loyal Customer,48,Business Travel,1014,3,4,4,2,3,3,3,0,1,Dissatisfied
Male,Loyal Customer,53,Business Travel,1014,2,2,2,3,4,4,5,4,13,Satisfied
Female,Loyal Customer,60,Business Travel,1014,3,3,3,3,4,4,3,0,11,Satisfied
Female,Loyal Customer,39,Business Travel,1014,2,2,2,4,5,5,3,0,0,Satisfied
Male,Loyal Customer,32,Business Travel,1014,2,2,2,3,3,5,3,4,6,Satisfied
Male,Disloyal Customer,47,Business Travel,1014,2,2,2,4,4,4,4,3,0,Dissatisfied
Male,Loyal Customer,40,Business Travel,1014,1,1,2,3,4,4,4,21,14,Satisfied
Male,Loyal Customer,47,Personal Travel,1015,1,2,1,1,3,3,4,24,39,Dissatisfied
Female,Disloyal Customer,22,Business Travel,1015,5,3,5,3,3,5,3,0,0,Satisfied
Female,Loyal Customer,47,Business Travel,1015,5,3,4,4,4,4,4,0,0,Neutral
Male,Loyal Customer,59,Business Travel,1015,5,5,5,4,4,4,3,0,0,Satisfied
Male,Loyal Customer,56,Business Travel,1015,1,1,1,2,1,1,4,7,0,Dissatisfied
Female,Loyal Customer,35,Business Travel,1017,4,3,4,2,5,5,4,0,31,Satisfied
Male,Disloyal Customer,26,Business Travel,1017,2,2,2,3,3,5,3,0,0,Dissatisfied
Male,Loyal Customer,40,Business Travel,1017,4,4,3,4,4,4,4,0,0,Satisfied
Male,Loyal Customer,48,Business Travel,1017,4,4,4,5,4,4,3,68,67,Satisfied
Male,Disloyal Customer,47,Business Travel,1017,3,3,3,4,4,4,4,18,7,Dissatisfied
Male,Loyal Customer,60,Personal Travel,1017,3,4,3,5,2,2,5,0,0,Dissatisfied
Female,Disloyal Customer,25,Business Travel,1017,5,0,5,3,3,4,3,0,0,Unknown
Female,Loyal Customer,36,Business Travel,1017,1,1,3,5,4,4,4,0,0,Satisfied
Female,Disloyal Customer,22,Business Travel,1017,5,0,4,4,4,4,4,0,0,Neutral
Female,Disloyal Customer,36,Business Travel,1017,3,3,3,2,2,4,2,0,0,Dissatisfied
Male,Loyal Customer,41,Business Travel,1017,1,1,1,2,4,4,4,16,37,Satisfied
Male,Loyal Customer,52,Business Travel,1017,3,3,1,4,4,4,4,0,0,Satisfied
Female,Loyal Customer,55,Business Travel,1017,1,4,4,4,4,4,4,0,0,Neutral
Female,Loyal Customer,57,Business Travel,1017,3,3,3,3,4,4,5,0,0,Satisfied
Female,Disloyal Customer,39,Business Travel,1017,2,2,2,5,5,4,5,0,0,Dissatisfied
Male,Loyal Customer,40,Business Travel,1017,4,4,4,2,4,4,4,5,0,Satisfied
Male,Loyal Customer,22,Business Travel,1017,5,5,5,4,4,5,4,0,0,Satisfied
Male,Loyal Customer,26,Business Travel,1017,3,3,3,5,5,5,5,0,0,Satisfied
Female,Disloyal Customer,39,Business Travel,1017,2,2,2,3,3,5,3,101,92,Satisfied
Female,Disloyal Customer,25,Business Travel,1017,4,5,4,5,5,4,5,0,0,Unknown
Female,Loyal Customer,47,Business Travel,1020,3,1,3,2,5,5,5,0,0,Satisfied
Male,Loyal Customer,40,Personal Travel,1020,1,5,2,4,2,2,3,0,0,Dissatisfied
Female,Disloyal Customer,26,Business Travel,1020,3,3,3,5,5,4,5,0,0,Dissatisfied
Female,Disloyal Customer,50,Business Travel,1020,2,2,2,5,5,5,5,0,0,Satisfied
Male,Loyal Customer,44,Personal Travel,1020,2,1,4,4,4,4,4,0,0,Neutral
Male,Loyal Customer,60,Business Travel,1020,4,4,2,3,4,4,3,0,13,Satisfied
Male,Loyal Customer,40,Business Travel,1020,3,3,3,5,4,4,4,0,1,Satisfied
Male,Loyal Customer,46,Business Travel,1020,5,5,5,2,4,4,4,0,0,Satisfied
Female,Loyal Customer,59,Business Travel,1020,1,1,1,2,4,4,3,0,0,Satisfied
Female,Loyal Customer,39,Business Travel,1020,5,5,5,3,4,4,5,0,0,Satisfied
Male,Disloyal Customer,24,Business Travel,1020,4,0,4,4,4,4,4,0,0,Neutral
Female,Loyal Customer,42,Business Travel,1020,1,1,1,4,4,4,4,0,5,Satisfied
Female,Disloyal Customer,45,Business Travel,1020,5,5,4,4,4,4,4,0,0,Neutral
Male,Loyal Customer,26,Business Travel,1020,3,3,3,4,4,5,4,0,0,Satisfied
Female,Loyal Customer,25,Business Travel,1020,2,2,2,2,2,2,2,0,0,Unknown
Female,Disloyal Customer,26,Business Travel,1020,5,5,5,5,5,5,5,24,18,Satisfied
Male,Loyal Customer,57,Business Travel,1020,2,2,2,3,5,5,4,0,0,Satisfied
Female,Disloyal Customer,25,Business Travel,1020,3,5,3,2,2,5,2,0,0,Unknown
Female,Loyal Customer,43,Business Travel,1020,3,3,3,5,5,2,5,10,15,Unknown
Male,Disloyal Customer,27,Business Travel,1020,2,1,1,3,3,4,3,0,0,Dissatisfied
Male,Disloyal Customer,37,Business Travel,1020,3,3,3,5,5,4,5,4,3,Dissatisfied
Male,Disloyal Customer,27,Business Travel,1020,4,4,4,4,4,4,4,0,0,Neutral
Male,Loyal Customer,51,Business Travel,1020,2,2,2,3,5,5,3,0,0,Satisfied
Female,Loyal Customer,20,Business Travel,1020,3,5,5,3,5,4,3,65,56,Dissatisfied
Male,Loyal Customer,43,Business Travel,1020,3,3,4,4,4,4,4,0,3,Unknown
Male,Loyal Customer,40,Business Travel,1020,4,4,2,3,4,4,4,39,40,Dissatisfied
Female,Loyal Customer,56,Business Travel,1020,5,4,5,2,5,5,4,0,0,Satisfied
Male,Loyal Customer,43,Business Travel,1020,3,1,1,2,3,3,3,24,5,Dissatisfied
Male,Loyal Customer,60,Business Travel,1020,2,3,4,4,4,4,4,0,0,Neutral
Female,Loyal Customer,55,Business Travel,1020,4,4,4,5,5,5,3,0,0,Satisfied
Male,Loyal Customer,52,Personal Travel,1020,3,2,3,3,4,3,3,155,174,Dissatisfied
Female,Loyal Customer,57,Business Travel,1020,4,4,4,3,5,5,5,0,0,Satisfied
Female,Loyal Customer,60,Business Travel,1020,4,5,4,3,4,4,4,0,0,Satisfied
Female,Loyal Customer,54,Business Travel,1020,3,5,5,2,3,3,3,0,0,Dissatisfied
Male,Loyal Customer,40,Business Travel,1020,4,4,4,4,5,5,3,0,0,Satisfied
Female,Loyal Customer,40,Business Travel,1020,2,2,2,3,2,2,5,0,0,Satisfied
Male,Loyal Customer,33,Business Travel,1020,1,1,4,5,5,3,5,0,0,Satisfied
Female,Loyal Customer,27,Personal Travel,1020,2,0,2,4,4,4,4,0,0,Dissatisfied
Male,Disloyal Customer,45,Business Travel,1020,3,2,2,5,5,5,5,0,0,Satisfied
Male,Loyal Customer,52,Business Travel,1020,5,5,5,3,3,3,3,118,0,Satisfied
Male,Loyal Customer,60,Business Travel,1020,5,5,5,5,5,5,4,15,9,Satisfied
Male,Loyal Customer,58,Business Travel,1020,1,1,1,2,4,4,3,9,0,Satisfied
Male,Loyal Customer,48,Business Travel,1020,2,5,5,1,2,2,4,1,0,Dissatisfied
Male,Loyal Customer,40,Business Travel,1020,3,5,5,4,3,3,3,0,0,Dissatisfied
Female,Loyal Customer,48,Business Travel,1020,1,1,1,5,5,4,5,126,136,Satisfied
Male,Disloyal Customer,45,Business Travel,1020,2,2,2,4,4,4,4,0,0,Dissatisfied
Female,Loyal Customer,46,Business Travel,1020,1,2,1,2,4,4,5,0,0,Satisfied
Female,Disloyal Customer,35,Business Travel,1020,4,4,4,4,4,4,4,0,0,Dissatisfied
Male,Disloyal Customer,26,Business Travel,1020,2,2,2,3,3,4,3,0,0,Dissatisfied
Female,Loyal Customer,57,Business Travel,1020,5,5,5,2,5,5,4,0,9,Satisfied
Male,Loyal Customer,55,Business Travel,1020,3,3,2,3,4,4,4,0,0,Satisfied
Male,Loyal Customer,43,Business Travel,1020,1,3,1,4,4,4,4,0,29,Satisfied
Female,Loyal Customer,56,Business Travel,1020,5,5,5,2,5,5,4,0,0,Satisfied
Male,Disloyal Customer,37,Business Travel,1020,3,3,3,2,2,5,2,2,0,Dissatisfied
Female,Loyal Customer,48,Business Travel,1021,1,1,1,5,5,5,4,0,0,Satisfied
Male,Loyal Customer,61,Business Travel,1021,2,2,2,5,5,4,5,0,11,Satisfied
Male,Loyal Customer,58,Business Travel,1021,2,1,1,1,2,2,3,0,2,Dissatisfied
Male,Disloyal Customer,26,Business Travel,1021,0,0,0,3,3,4,3,0,0,Satisfied
Female,Loyal Customer,57,Business Travel,1021,3,3,3,5,4,4,5,86,82,Satisfied
Male,Disloyal Customer,13,Business Travel,1021,4,3,4,4,4,4,4,3,0,Satisfied
Female,Loyal Customer,43,Business Travel,1021,2,2,2,4,4,5,4,0,0,Unknown
Male,Loyal Customer,20,Business Travel,1021,2,1,1,2,5,3,2,0,0,Dissatisfied
Male,Loyal Customer,39,Business Travel,1021,3,3,3,3,4,4,3,0,0,Satisfied
Female,Loyal Customer,38,Business Travel,1021,3,3,3,3,5,5,5,30,23,Satisfied
Male,Loyal Customer,55,Business Travel,1021,1,2,4,4,4,4,4,0,0,Neutral
Female,Loyal Customer,44,Business Travel,1021,2,2,2,2,5,5,3,0,0,Satisfied
Male,Loyal Customer,47,Business Travel,1021,3,3,3,3,4,4,4,0,1,Satisfied
Female,Disloyal Customer,46,Business Travel,1021,4,4,4,5,5,5,5,0,0,Satisfied
Female,Loyal Customer,43,Business Travel,1021,3,3,3,5,3,3,3,0,7,Dissatisfied
Male,Loyal Customer,43,Business Travel,1022,5,5,5,2,4,4,4,21,0,Satisfied
Male,Loyal Customer,43,Business Travel,1022,2,2,2,3,3,5,3,5,25,Unknown
Female,Disloyal Customer,46,Business Travel,1023,3,3,3,2,2,5,2,10,6,Dissatisfied
Male,Loyal Customer,45,Business Travel,1023,2,2,2,2,4,4,4,0,0,Satisfied
Male,Loyal Customer,48,Business Travel,1023,1,3,1,3,5,5,5,8,1,Satisfied
Female,Disloyal Customer,25,Business Travel,1023,4,0,4,3,3,5,3,0,0,Unknown
Male,Loyal Customer,36,Business Travel,1023,1,1,1,2,4,4,3,17,0,Satisfied
Male,Loyal Customer,58,Business Travel,1023,4,4,4,5,5,5,3,18,0,Satisfied
Female,Loyal Customer,52,Business Travel,1023,4,4,4,3,4,4,4,0,0,Satisfied
Male,Disloyal Customer,46,Business Travel,1023,3,3,3,4,4,4,4,3,0,Dissatisfied
Male,Loyal Customer,62,Personal Travel,1023,3,4,4,3,1,1,2,0,0,Dissatisfied
Male,Loyal Customer,48,Business Travel,1023,1,1,1,4,5,5,5,61,49,Satisfied
Female,Loyal Customer,25,Business Travel,1023,1,2,4,4,4,4,4,0,0,Unknown
Male,Loyal Customer,53,Business Travel,1023,2,2,2,4,4,4,4,0,0,Satisfied
Female,Loyal Customer,59,Business Travel,1023,4,4,4,3,4,4,5,0,0,Satisfied
Female,Disloyal Customer,25,Business Travel,1023,2,5,2,3,3,5,3,0,0,Unknown
Female,Disloyal Customer,19,Business Travel,1023,5,0,4,4,4,4,4,0,0,Neutral
Male,Loyal Customer,34,Business Travel,1023,1,3,3,4,1,1,4,0,0,Dissatisfied
Female,Loyal Customer,43,Business Travel,1023,3,3,3,4,5,5,3,0,4,Satisfied
Male,Loyal Customer,35,Business Travel,1023,1,1,1,3,4,4,4,0,0,Satisfied
Female,Disloyal Customer,25,Business Travel,1023,1,4,4,4,4,4,4,0,0,Unknown
Male,Loyal Customer,54,Business Travel,1023,2,2,5,5,4,4,5,1,0,Satisfied
Female,Loyal Customer,45,Business Travel,1023,3,3,3,3,5,5,5,0,0,Satisfied
Female,Disloyal Customer,26,Business Travel,1024,4,4,4,5,5,4,5,16,14,Dissatisfied
Female,Loyal Customer,33,Business Travel,1024,2,2,4,4,4,4,4,0,0,Neutral
Female,Loyal Customer,68,Personal Travel,1024,3,5,3,4,2,2,4,0,0,Dissatisfied
Female,Loyal Customer,42,Business Travel,1024,5,5,5,3,5,5,5,11,5,Satisfied
Female,Loyal Customer,43,Business Travel,1024,4,4,4,2,5,5,5,0,0,Satisfied
Female,Loyal Customer,15,Personal Travel,1024,1,5,4,4,4,4,4,0,0,Neutral
Male,Loyal Customer,59,Business Travel,1024,1,3,2,5,1,1,4,22,15,Dissatisfied
Female,Loyal Customer,49,Business Travel,1024,2,2,1,1,4,4,4,0,3,Satisfied
Male,Loyal Customer,43,Business Travel,1024,2,2,2,3,2,2,3,9,0,Dissatisfied
Female,Loyal Customer,47,Business Travel,1024,2,2,4,4,4,4,4,0,0,Neutral
Female,Loyal Customer,48,Business Travel,1024,1,1,1,2,5,5,5,20,15,Satisfied
Male,Loyal Customer,41,Business Travel,1024,2,4,2,3,4,4,4,2,0,Satisfied
Female,Loyal Customer,60,Business Travel,1024,3,3,3,3,5,5,5,0,16,Satisfied
Female,Loyal Customer,50,Business Travel,1024,3,3,4,4,4,4,4,0,0,Neutral
Female,Loyal Customer,25,Business Travel,1024,3,5,5,3,3,3,3,0,0,Unknown
Male,Loyal Customer,40,Business Travel,1024,1,1,1,2,3,3,4,0,0,Satisfied
Female,Loyal Customer,39,Business Travel,1024,4,5,5,2,4,4,3,37,45,Dissatisfied
Female,Disloyal Customer,45,Business Travel,1024,1,1,1,5,5,5,5,0,0,Dissatisfied
Male,Loyal Customer,59,Business Travel,1024,3,3,3,5,5,5,3,10,4,Satisfied
Female,Loyal Customer,17,Business Travel,1024,2,2,2,5,5,5,5,0,12,Satisfied
Male,Disloyal Customer,37,Business Travel,1024,3,3,4,4,4,4,4,0,0,Neutral
Female,Disloyal Customer,25,Business Travel,1024,1,5,1,5,5,4,5,0,0,Unknown
Female,Loyal Customer,55,Business Travel,1024,2,3,3,1,2,2,2,10,2,Dissatisfied
Male,Disloyal Customer,39,Business Travel,1024,5,5,5,2,2,4,2,9,0,Satisfied
Male,Loyal Customer,53,Personal Travel,1024,2,5,2,4,3,3,2,0,12,Dissatisfied
Female,Loyal Customer,35,Business Travel,1024,4,2,4,4,4,4,4,0,0,Neutral
Male,Loyal Customer,61,Business Travel,1024,4,2,4,3,4,4,4,4,0,Satisfied
Female,Loyal Customer,42,Business Travel,1024,2,2,3,2,4,4,3,50,42,Satisfied
Female,Loyal Customer,37,Business Travel,1024,2,2,2,2,4,4,5,17,14,Satisfied
Female,Loyal Customer,43,Personal Travel,1024,3,5,3,2,2,2,2,0,21,Dissatisfied
Female,Loyal Customer,44,Business Travel,1024,2,2,2,1,2,2,4,0,0,Satisfied
Female,Loyal Customer,58,Business Travel,1024,2,2,4,5,4,5,4,259,248,Satisfied
Male,Loyal Customer,37,Business Travel,1024,2,2,2,1,5,5,4,0,14,Satisfied
Male,Loyal Customer,30,Business Travel,337,2,2,4,4,4,3,4,10,0,Satisfied
Female,Loyal Customer,43,Personal Travel,1024,2,4,2,2,2,4,2,17,17,Unknown
Male,Loyal Customer,34,Business Travel,1024,4,4,4,2,3,3,5,39,41,Satisfied
Male,Loyal Customer,47,Business Travel,1024,1,1,1,3,5,5,5,0,0,Satisfied
Male,Loyal Customer,47,Business Travel,1024,4,4,4,3,5,5,3,0,0,Satisfied
Female,Disloyal Customer,39,Business Travel,1024,3,2,2,4,4,3,4,0,25,Dissatisfied
Female,Loyal Customer,46,Business Travel,1024,5,5,4,4,4,4,4,0,0,Neutral
Male,Loyal Customer,39,Business Travel,1024,2,2,4,4,4,4,4,0,0,Neutral
Male,Disloyal Customer,20,Business Travel,1024,4,4,4,4,5,4,4,0,0,Satisfied
Male,Loyal Customer,39,Business Travel,1024,1,1,1,4,2,2,5,0,0,Satisfied
Male,Loyal Customer,36,Business Travel,1024,2,2,2,4,4,4,3,7,0,Satisfied
Female,Loyal Customer,57,Business Travel,1024,2,2,2,3,3,3,3,1,10,Satisfied
Male,Loyal Customer,12,Business Travel,1024,3,3,3,3,3,3,3,134,146,Dissatisfied
Male,Loyal Customer,14,Personal Travel,1024,3,4,3,3,2,1,2,142,141,Dissatisfied
Male,Loyal Customer,48,Business Travel,1024,3,3,3,2,5,5,4,0,29,Satisfied
Female,Loyal Customer,49,Business Travel,1024,3,3,3,1,5,5,3,12,4,Satisfied
Female,Loyal Customer,50,Business Travel,1024,3,4,4,4,4,4,4,0,0,Neutral
Female,Loyal Customer,62,Business Travel,1024,4,1,1,1,4,4,2,29,35,Dissatisfied
Male,Loyal Customer,40,Business Travel,1025,3,2,3,3,5,5,3,0,9,Satisfied
Female,Disloyal Customer,36,Business Travel,1025,2,2,2,5,5,4,5,37,40,Dissatisfied
Female,Loyal Customer,51,Business Travel,1025,3,3,3,3,5,5,3,0,5,Satisfied
Male,Loyal Customer,38,Business Travel,1025,5,5,5,3,3,3,4,4,17,Satisfied
Male,Loyal Customer,56,Business Travel,1025,1,1,2,4,3,3,3,0,0,Satisfied
Male,Loyal Customer,38,Business Travel,1026,1,1,1,5,5,2,5,187,187,Satisfied
Female,Loyal Customer,75,Business Travel,1026,2,2,2,4,2,2,4,0,0,Dissatisfied
Male,Loyal Customer,40,Business Travel,1027,4,4,4,4,4,4,5,0,0,Satisfied
Female,Loyal Customer,21,Personal Travel,1027,2,5,2,5,5,5,5,0,1,Dissatisfied
Female,Disloyal Customer,22,Business Travel,1027,2,3,2,4,4,4,4,7,0,Dissatisfied
Female,Disloyal Customer,27,Business Travel,1028,3,3,3,3,1,4,4,170,164,Dissatisfied
Male,Loyal Customer,43,Business Travel,1028,3,3,3,5,5,3,5,0,49,Unknown
Male,Loyal Customer,45,Business Travel,1028,1,1,1,5,4,4,3,1,0,Satisfied
Male,Loyal Customer,51,Business Travel,1028,3,3,3,2,5,5,5,37,17,Satisfied
Male,Loyal Customer,40,Business Travel,1028,2,5,2,1,4,4,2,123,117,Satisfied
Male,Loyal Customer,48,Business Travel,1028,5,5,5,3,5,5,4,0,0,Satisfied
Male,Loyal Customer,40,Business Travel,1028,1,1,1,4,3,3,5,0,0,Satisfied
Male,Loyal Customer,22,Business Travel,1028,2,2,2,3,3,5,3,70,53,Satisfied
Female,Loyal Customer,14,Business Travel,1028,2,2,2,3,3,3,3,7,1,Satisfied
Male,Loyal Customer,39,Business Travel,1028,2,5,1,5,2,2,4,2,6,Dissatisfied
Male,Loyal Customer,19,Business Travel,1028,4,4,4,5,5,2,5,0,0,Satisfied
Female,Loyal Customer,25,Business Travel,1028,3,1,1,3,3,4,3,0,0,Unknown
Female,Disloyal Customer,50,Business Travel,1029,5,5,5,2,2,4,2,14,27,Satisfied
Male,Loyal Customer,51,Business Travel,1031,1,1,1,2,5,5,3,0,0,Satisfied
Male,Loyal Customer,50,Business Travel,1032,4,4,4,5,4,4,3,0,0,Satisfied
Female,Loyal Customer,53,Business Travel,1033,1,1,1,4,2,2,4,0,3,Satisfied
Female,Loyal Customer,50,Business Travel,1033,4,4,5,5,4,4,3,0,0,Satisfied
Male,Disloyal Customer,27,Business Travel,1033,3,3,3,5,5,5,5,23,23,Dissatisfied
Male,Loyal Customer,55,Business Travel,1033,2,2,2,4,3,3,5,15,6,Satisfied
Female,Disloyal Customer,22,Business Travel,1033,5,4,5,4,4,5,4,0,0,Satisfied
Male,Disloyal Customer,37,Business Travel,1033,3,3,4,4,4,4,4,0,0,Neutral
Female,Loyal Customer,61,Personal Travel,1034,3,4,3,5,5,5,3,0,0,Dissatisfied
Female,Loyal Customer,49,Business Travel,1034,4,4,4,2,2,2,5,5,16,Satisfied
Male,Loyal Customer,39,Business Travel,1034,4,4,4,5,4,4,5,0,0,Satisfied
Female,Loyal Customer,36,Business Travel,1034,3,3,3,4,4,4,3,0,0,Satisfied
Female,Loyal Customer,44,Business Travel,1034,1,1,1,3,4,4,2,0,0,Satisfied
Male,Loyal Customer,61,Personal Travel,1034,4,4,4,3,3,3,3,0,13,Dissatisfied
Male,Loyal Customer,50,Business Travel,1034,3,3,3,5,4,4,3,0,0,Satisfied
Female,Loyal Customer,53,Business Travel,1034,2,2,4,4,4,4,4,0,0,Neutral
Female,Loyal Customer,41,Business Travel,1035,3,5,3,2,4,4,4,0,0,Satisfied
Female,Disloyal Customer,26,Business Travel,1035,3,3,3,2,2,4,2,41,0,Dissatisfied
Male,Loyal Customer,53,Business Travel,1035,2,2,2,2,3,3,5,0,0,Satisfied
Male,Disloyal Customer,43,Business Travel,1035,4,4,4,4,4,4,4,0,0,Neutral
Female,Loyal Customer,39,Business Travel,1035,2,2,2,4,4,4,4,0,0,Satisfied
Male,Loyal Customer,46,Business Travel,1035,4,4,4,5,4,4,5,0,0,Satisfied
Female,Disloyal Customer,42,Business Travel,1035,1,1,1,3,3,4,3,0,0,Dissatisfied
Female,Loyal Customer,39,Business Travel,1035,2,2,2,5,5,5,5,0,0,Satisfied
Female,Loyal Customer,12,Business Travel,1035,2,5,5,2,2,3,2,0,0,Dissatisfied
Male,Disloyal Customer,27,Business Travel,1035,1,1,4,4,4,4,4,0,0,Neutral
Male,Loyal Customer,46,Business Travel,1035,1,1,1,4,5,5,5,9,0,Satisfied
Female,Loyal Customer,56,Business Travel,1035,2,2,2,5,5,5,3,0,0,Satisfied
Female,Disloyal Customer,45,Business Travel,1035,4,4,4,4,4,4,4,0,0,Neutral
Female,Loyal Customer,13,Business Travel,1035,3,5,5,3,3,4,3,36,16,Dissatisfied
Male,Loyal Customer,43,Business Travel,1035,4,4,4,4,4,3,4,31,19,Unknown
Male,Disloyal Customer,43,Business Travel,1036,4,4,4,2,2,5,2,0,0,Satisfied
Female,Loyal Customer,40,Business Travel,1036,2,2,2,4,4,4,3,16,36,Satisfied
Male,Loyal Customer,38,Business Travel,1036,3,3,3,4,4,4,4,19,7,Satisfied
Female,Loyal Customer,36,Business Travel,1036,4,4,4,3,3,3,3,20,21,Satisfied
Female,Loyal Customer,47,Business Travel,1036,2,2,2,3,5,5,4,0,0,Satisfied
Female,Loyal Customer,51,Business Travel,1036,3,3,3,3,3,3,3,92,104,Satisfied
Female,Disloyal Customer,25,Business Travel,1036,0,0,1,5,5,5,5,0,0,Unknown
Male,Loyal Customer,40,Business Travel,1037,2,2,2,2,4,4,4,0,0,Satisfied
Male,Loyal Customer,32,Business Travel,1037,2,4,4,2,2,3,2,18,8,Dissatisfied
Female,Loyal Customer,67,Personal Travel,1037,3,4,3,5,2,2,3,16,11,Dissatisfied
Female,Loyal Customer,43,Business Travel,1037,4,4,4,5,5,4,5,52,39,Unknown
Male,Loyal Customer,54,Business Travel,1037,2,2,2,4,4,4,4,0,2,Satisfied
Female,Loyal Customer,56,Business Travel,1037,1,2,1,3,5,5,4,8,0,Satisfied
Male,Disloyal Customer,26,Business Travel,1037,2,2,2,3,3,5,3,0,0,Dissatisfied
Female,Loyal Customer,44,Business Travel,1037,2,2,2,4,4,4,3,0,0,Satisfied
Female,Loyal Customer,40,Business Travel,1037,2,2,2,3,5,5,3,48,35,Satisfied
Female,Loyal Customer,59,Business Travel,1037,3,3,3,4,4,4,5,0,0,Satisfied
Female,Loyal Customer,51,Business Travel,1037,2,2,2,3,4,4,4,0,0,Satisfied
